fecha_compra,producto,categoria,cantidad,precio_unitario,cliente,ciudad,metodo_pago,estado_envio,total_venta
2024-02-12,Shampoo,Cuidado Personal,1,96.41,Cliente_36,Guadalajara,Transferencia,Cancelado,96.41
2024-06-17,Detergente,Limpieza,1,131.43,Cliente_25,Mérida,Efectivo,En camino,131.43
2024-03-26,Leche,Alimentos,1,40.51,Cliente_37,Toluca,PayPal,En camino,40.51
2024-06-25,Detergente,Limpieza,3,110.37,Cliente_1,Querétaro,Tarjeta,En camino,331.11
2024-01-17,Leche,Alimentos,7,41.92,Cliente_15,CDMX,PayPal,En camino,293.44
2024-04-07,Papel Higiénico,Hogar,6,97.82,Cliente_37,CDMX,Tarjeta,Entregado,586.92
2024-07-16,Detergente,Limpieza,7,157.35,Cliente_13,Guadalajara,Efectivo,En camino,1101.45
2024-04-07,Licuadora,Electrónica,3,1613.92,Cliente_8,Monterrey,Transferencia,En camino,4841.76
2024-03-05,Licuadora,Electrónica,6,2268.71,Cliente_5,CDMX,Transferencia,Cancelado,13612.26
2024-11-25,Televisión,Electrónica,7,12356.24,Cliente_60,Toluca,Transferencia,Cancelado,86493.68
2024-12-06,Arroz,Despensa,1,40.6,Cliente_73,CDMX,Tarjeta,Entregado,40.6
2024-01-05,Leche,Alimentos,5,32.46,Cliente_1,Toluca,Efectivo,Cancelado,162.3
2024-01-02,Leche,Alimentos,6,33.32,Cliente_36,Querétaro,PayPal,En camino,199.92
2024-01-22,Arroz,Despensa,4,47.86,Cliente_35,Querétaro,Efectivo,Cancelado,191.44
2024-04-21,Refresco,Bebidas,4,43.14,Cliente_66,Puebla,PayPal,Entregado,172.56
2024-02-26,Televisión,Electrónica,2,10967.34,Cliente_63,Puebla,Tarjeta,Cancelado,21934.68
2024-03-06,Refresco,Bebidas,6,39.85,Cliente_23,Toluca,Tarjeta,Cancelado,239.1
2024-11-25,Refresco,Bebidas,5,52.85,Cliente_9,Monterrey,PayPal,Entregado,264.25
2024-04-07,Refresco,Bebidas,3,50.37,Cliente_34,CDMX,PayPal,Entregado,151.11
2024-05-23,Arroz,Despensa,1,47.95,Cliente_46,Mérida,PayPal,En camino,47.95
2024-05-04,Refresco,Bebidas,2,40.23,Cliente_78,CDMX,Efectivo,Cancelado,80.46
2024-06-15,Licuadora,Electrónica,4,1832.41,Cliente_4,Puebla,PayPal,En camino,7329.64
2024-03-26,Pan,Alimentos,3,30.58,Cliente_30,Mérida,Tarjeta,Cancelado,91.74
2024-03-16,Papel Higiénico,Hogar,3,80.43,Cliente_95,Toluca,Tarjeta,Cancelado,241.29
2024-12-09,Leche,Alimentos,1,33.65,Cliente_75,Mérida,Transferencia,En camino,33.65
2024-10-20,Leche,Alimentos,6,26.24,Cliente_99,CDMX,PayPal,Cancelado,157.44
2024-02-28,Papel Higiénico,Hogar,4,100.69,Cliente_72,CDMX,Efectivo,Cancelado,402.76
2024-05-17,Arroz,Despensa,5,49.37,Cliente_3,Monterrey,Efectivo,Cancelado,246.85
2024-04-08,Detergente,Limpieza,3,111.3,Cliente_14,Guadalajara,Efectivo,Entregado,333.9
2024-07-10,Arroz,Despensa,1,55.62,Cliente_60,Mérida,Transferencia,En camino,55.62
2024-08-30,Leche,Alimentos,5,28.56,Cliente_77,Puebla,Tarjeta,Entregado,142.8
2024-11-14,Leche,Alimentos,6,27.31,Cliente_45,Puebla,Efectivo,En camino,163.86
2024-02-18,Papel Higiénico,Hogar,4,98.2,Cliente_96,Guadalajara,Tarjeta,En camino,392.8
2024-02-01,Refresco,Bebidas,6,46.28,Cliente_34,CDMX,Transferencia,Cancelado,277.68
2024-10-03,Arroz,Despensa,3,56.37,Cliente_45,Monterrey,PayPal,En camino,169.11
2024-01-20,Shampoo,Cuidado Personal,5,79.15,Cliente_61,Monterrey,PayPal,Entregado,395.75
2024-06-02,Papel Higiénico,Hogar,5,110.37,Cliente_83,Puebla,PayPal,Entregado,551.85
2024-03-08,Licuadora,Electrónica,5,1789.6,Cliente_16,Monterrey,Efectivo,Entregado,8948.0
2024-08-01,Leche,Alimentos,3,34.09,Cliente_66,Querétaro,PayPal,En camino,102.27
2024-05-22,Papel Higiénico,Hogar,3,107.59,Cliente_40,Guadalajara,Efectivo,Entregado,322.77
2024-08-19,Arroz,Despensa,6,49.4,Cliente_17,CDMX,Transferencia,En camino,296.4
2024-07-31,Leche,Alimentos,2,26.72,Cliente_34,Querétaro,Transferencia,Entregado,53.44
2024-03-19,Detergente,Limpieza,6,146.58,Cliente_16,Guadalajara,Efectivo,Entregado,879.48
2024-08-01,Papel Higiénico,Hogar,4,114.67,Cliente_60,Toluca,Tarjeta,En camino,458.68
2024-04-25,Televisión,Electrónica,1,10873.99,Cliente_66,Mérida,PayPal,Entregado,10873.99
2024-04-01,Leche,Alimentos,5,37.08,Cliente_66,Puebla,PayPal,Cancelado,185.4
2024-09-26,Arroz,Despensa,2,48.33,Cliente_90,Monterrey,PayPal,En camino,96.66
2024-06-16,Pan,Alimentos,1,29.09,Cliente_13,Toluca,Efectivo,En camino,29.09
2024-02-27,Shampoo,Cuidado Personal,2,77.98,Cliente_56,Monterrey,Transferencia,En camino,155.96
2024-10-10,Cereal,Alimentos,7,62.95,Cliente_31,Querétaro,PayPal,Cancelado,440.65
2024-01-26,Refresco,Bebidas,6,39.85,Cliente_34,CDMX,Transferencia,En camino,239.1
2024-03-06,Cereal,Alimentos,3,82.31,Cliente_39,CDMX,PayPal,Entregado,246.93
2024-09-04,Arroz,Despensa,5,48.67,Cliente_67,CDMX,PayPal,Entregado,243.35
2024-09-10,Licuadora,Electrónica,6,1699.93,Cliente_8,Monterrey,Efectivo,Entregado,10199.58
2024-02-13,Licuadora,Electrónica,1,2008.36,Cliente_87,Toluca,Tarjeta,En camino,2008.36
2024-04-06,Pan,Alimentos,7,16.04,Cliente_78,CDMX,Efectivo,Entregado,112.28
2024-02-11,Refresco,Bebidas,7,46.89,Cliente_55,Toluca,PayPal,En camino,328.23
2024-08-14,Televisión,Electrónica,7,8868.52,Cliente_27,Monterrey,PayPal,Entregado,62079.64
2024-09-18,Pan,Alimentos,1,26.48,Cliente_93,Querétaro,Tarjeta,Cancelado,26.48
2024-06-15,Cereal,Alimentos,1,58.24,Cliente_53,Toluca,Transferencia,Cancelado,58.24
2024-10-05,Pan,Alimentos,1,22.56,Cliente_39,Querétaro,Transferencia,Cancelado,22.56
2024-03-29,Cereal,Alimentos,1,82.19,Cliente_65,Monterrey,PayPal,Cancelado,82.19
2024-06-26,Leche,Alimentos,7,32.54,Cliente_17,Monterrey,Transferencia,En camino,227.78
2024-07-15,Licuadora,Electrónica,7,1893.56,Cliente_30,Puebla,PayPal,Entregado,13254.92
2024-11-02,Leche,Alimentos,2,34.75,Cliente_53,Monterrey,Tarjeta,Cancelado,69.5
2024-09-23,Shampoo,Cuidado Personal,6,91.08,Cliente_13,Monterrey,Tarjeta,En camino,546.48
2024-09-24,Refresco,Bebidas,5,40.46,Cliente_21,Guadalajara,PayPal,Cancelado,202.3
2024-03-14,Televisión,Electrónica,3,9690.61,Cliente_19,CDMX,Tarjeta,Cancelado,29071.83
2024-01-08,Cereal,Alimentos,7,80.46,Cliente_53,Puebla,Efectivo,En camino,563.22
2024-10-23,Televisión,Electrónica,3,11111.24,Cliente_19,Mérida,Efectivo,En camino,33333.72
2024-06-12,Cereal,Alimentos,6,53.66,Cliente_57,Puebla,Tarjeta,Entregado,321.96
2024-03-25,Arroz,Despensa,6,42.11,Cliente_25,Puebla,PayPal,Entregado,252.66
2024-03-12,Pan,Alimentos,3,34.3,Cliente_86,Mérida,PayPal,Cancelado,102.9
2024-02-24,Shampoo,Cuidado Personal,7,95.84,Cliente_31,Guadalajara,Tarjeta,Cancelado,670.88
2024-02-16,Licuadora,Electrónica,3,1705.86,Cliente_81,Querétaro,Transferencia,Entregado,5117.58
2024-08-25,Cereal,Alimentos,2,66.33,Cliente_55,Monterrey,Efectivo,Entregado,132.66
2024-04-13,Televisión,Electrónica,4,11421.06,Cliente_23,CDMX,Transferencia,En camino,45684.24
2024-07-28,Shampoo,Cuidado Personal,7,111.48,Cliente_32,Toluca,PayPal,Entregado,780.36
2024-02-11,Detergente,Limpieza,7,126.87,Cliente_62,Mérida,PayPal,Entregado,888.09
2024-11-11,Detergente,Limpieza,5,127.74,Cliente_74,Querétaro,Transferencia,Cancelado,638.7
2024-09-24,Leche,Alimentos,1,40.41,Cliente_10,Mérida,Tarjeta,Entregado,40.41
2024-09-19,Licuadora,Electrónica,4,1864.47,Cliente_100,Monterrey,Transferencia,Cancelado,7457.88
2024-12-01,Arroz,Despensa,6,43.25,Cliente_72,Guadalajara,Transferencia,Entregado,259.5
2024-12-30,Televisión,Electrónica,7,11646.57,Cliente_54,Mérida,Efectivo,En camino,81525.99
2024-09-15,Pan,Alimentos,3,27.7,Cliente_52,Monterrey,Efectivo,Entregado,83.1
2024-10-09,Pan,Alimentos,4,27.84,Cliente_20,Monterrey,Transferencia,Entregado,111.36
2024-04-23,Televisión,Electrónica,5,13309.73,Cliente_32,Guadalajara,Transferencia,Entregado,66548.65
2024-12-28,Refresco,Bebidas,6,40.31,Cliente_14,Puebla,PayPal,Cancelado,241.86
2024-02-09,Arroz,Despensa,1,49.95,Cliente_50,Puebla,Efectivo,En camino,49.95
2024-08-07,Shampoo,Cuidado Personal,1,83.97,Cliente_28,CDMX,Efectivo,Entregado,83.97
2024-05-08,Cereal,Alimentos,5,70.83,Cliente_53,CDMX,PayPal,Cancelado,354.15
2024-01-08,Refresco,Bebidas,5,28.01,Cliente_24,Puebla,Tarjeta,En camino,140.05
2024-04-10,Cereal,Alimentos,3,79.62,Cliente_79,Querétaro,Efectivo,Cancelado,238.86
2024-06-24,Cereal,Alimentos,7,73.64,Cliente_22,Toluca,Efectivo,Cancelado,515.48
2024-04-16,Refresco,Bebidas,1,45.99,Cliente_30,Monterrey,Tarjeta,En camino,45.99
2024-04-10,Leche,Alimentos,6,19.79,Cliente_63,Toluca,Efectivo,Entregado,118.74
2024-09-16,Detergente,Limpieza,4,157.59,Cliente_4,Monterrey,Efectivo,Cancelado,630.36
2024-09-02,Cereal,Alimentos,6,68.53,Cliente_77,Puebla,Tarjeta,Cancelado,411.18
2024-10-01,Refresco,Bebidas,2,46.65,Cliente_59,CDMX,Tarjeta,Entregado,93.3
2024-02-01,Refresco,Bebidas,2,33.76,Cliente_87,Querétaro,Transferencia,Entregado,67.52
2024-05-16,Papel Higiénico,Hogar,5,103.73,Cliente_8,CDMX,PayPal,En camino,518.65
2024-01-12,Leche,Alimentos,3,29.47,Cliente_82,Toluca,PayPal,En camino,88.41
2024-10-28,Licuadora,Electrónica,2,1631.58,Cliente_12,CDMX,Tarjeta,En camino,3263.16
2024-01-16,Papel Higiénico,Hogar,1,122.27,Cliente_31,Puebla,Tarjeta,Entregado,122.27
2024-05-08,Papel Higiénico,Hogar,6,92.28,Cliente_78,Querétaro,Efectivo,Cancelado,553.68
2024-03-03,Televisión,Electrónica,6,12391.38,Cliente_34,Toluca,Transferencia,Cancelado,74348.28
2024-04-18,Detergente,Limpieza,5,135.66,Cliente_82,Querétaro,Transferencia,En camino,678.3
2024-01-21,Refresco,Bebidas,7,42.97,Cliente_98,Monterrey,Tarjeta,Entregado,300.79
2024-06-06,Detergente,Limpieza,7,122.71,Cliente_75,CDMX,Efectivo,Cancelado,858.97
2024-09-25,Arroz,Despensa,4,47.46,Cliente_76,Querétaro,Efectivo,En camino,189.84
2024-06-10,Televisión,Electrónica,5,16326.15,Cliente_49,Guadalajara,PayPal,Cancelado,81630.75
2024-09-16,Licuadora,Electrónica,4,1784.44,Cliente_79,CDMX,PayPal,Cancelado,7137.76
2024-04-11,Detergente,Limpieza,7,123.62,Cliente_57,Monterrey,Efectivo,Entregado,865.34
2024-08-10,Pan,Alimentos,5,32.41,Cliente_95,Querétaro,PayPal,Entregado,162.05
2024-02-28,Cereal,Alimentos,5,81.61,Cliente_93,Toluca,Tarjeta,Cancelado,408.05
2024-09-03,Arroz,Despensa,5,53.01,Cliente_26,Monterrey,Efectivo,En camino,265.05
2024-05-07,Leche,Alimentos,7,38.35,Cliente_18,Guadalajara,PayPal,Entregado,268.45
2024-10-09,Licuadora,Electrónica,4,1491.39,Cliente_96,Querétaro,Transferencia,Cancelado,5965.56
2024-11-20,Arroz,Despensa,4,56.03,Cliente_86,Mérida,Efectivo,Entregado,224.12
2024-01-25,Cereal,Alimentos,5,57.96,Cliente_38,Mérida,Efectivo,Entregado,289.8
2024-05-10,Televisión,Electrónica,2,12544.74,Cliente_81,Puebla,Transferencia,Entregado,25089.48
2024-12-18,Cereal,Alimentos,3,62.08,Cliente_87,CDMX,Tarjeta,Cancelado,186.24
2024-07-14,Papel Higiénico,Hogar,7,94.09,Cliente_88,Toluca,Transferencia,En camino,658.63
2024-10-07,Cereal,Alimentos,3,73.45,Cliente_50,Puebla,Efectivo,En camino,220.35
2024-06-02,Papel Higiénico,Hogar,3,99.58,Cliente_8,Querétaro,Tarjeta,En camino,298.74
2024-05-12,Televisión,Electrónica,4,12759.46,Cliente_41,Mérida,PayPal,Entregado,51037.84
2024-08-14,Shampoo,Cuidado Personal,4,105.57,Cliente_6,Mérida,PayPal,Cancelado,422.28
2024-07-07,Papel Higiénico,Hogar,2,101.46,Cliente_69,Mérida,PayPal,Entregado,202.92
2024-09-21,Leche,Alimentos,3,33.72,Cliente_44,Querétaro,Efectivo,En camino,101.16
2024-05-13,Cereal,Alimentos,3,80.12,Cliente_64,Mérida,Transferencia,En camino,240.36
2024-07-29,Cereal,Alimentos,5,82.49,Cliente_29,Monterrey,Tarjeta,Cancelado,412.45
2024-02-29,Leche,Alimentos,4,28.56,Cliente_28,Querétaro,PayPal,Entregado,114.24
2024-12-29,Pan,Alimentos,3,30.51,Cliente_11,Toluca,Tarjeta,En camino,91.53
2024-12-29,Refresco,Bebidas,6,44.21,Cliente_65,Puebla,Efectivo,Cancelado,265.26
2024-07-31,Shampoo,Cuidado Personal,2,81.21,Cliente_19,Toluca,PayPal,Entregado,162.42
2024-08-03,Licuadora,Electrónica,6,2171.44,Cliente_9,Guadalajara,Efectivo,Entregado,13028.64
2024-08-13,Papel Higiénico,Hogar,6,92.86,Cliente_27,Mérida,Transferencia,En camino,557.16
2024-05-10,Leche,Alimentos,7,35.66,Cliente_34,Guadalajara,Efectivo,En camino,249.62
2024-03-16,Televisión,Electrónica,7,11688.47,Cliente_44,CDMX,Efectivo,Entregado,81819.29
2024-10-12,Papel Higiénico,Hogar,2,95.22,Cliente_68,CDMX,Transferencia,Entregado,190.44
2024-10-03,Refresco,Bebidas,6,33.42,Cliente_100,Guadalajara,Tarjeta,En camino,200.52
2024-06-04,Televisión,Electrónica,3,9407.91,Cliente_82,Querétaro,Transferencia,Entregado,28223.73
2024-09-04,Arroz,Despensa,4,55.76,Cliente_15,Toluca,Transferencia,En camino,223.04
2024-08-05,Cereal,Alimentos,2,61.11,Cliente_51,Guadalajara,Efectivo,Entregado,122.22
2024-07-08,Arroz,Despensa,5,38.31,Cliente_13,CDMX,Tarjeta,En camino,191.55
2024-06-11,Papel Higiénico,Hogar,6,64.31,Cliente_83,Guadalajara,PayPal,Cancelado,385.86
2024-06-28,Refresco,Bebidas,2,36.17,Cliente_49,Querétaro,Transferencia,En camino,72.34
2024-02-03,Shampoo,Cuidado Personal,1,68.13,Cliente_70,Guadalajara,Tarjeta,En camino,68.13
2024-02-10,Papel Higiénico,Hogar,1,118.4,Cliente_56,Toluca,Transferencia,Cancelado,118.4
2024-11-02,Leche,Alimentos,7,40.3,Cliente_76,Puebla,Transferencia,Entregado,282.1
2024-12-03,Detergente,Limpieza,4,107.61,Cliente_51,Querétaro,Transferencia,Cancelado,430.44
2024-11-09,Papel Higiénico,Hogar,3,127.1,Cliente_37,CDMX,Transferencia,En camino,381.3
2024-03-15,Cereal,Alimentos,4,80.31,Cliente_17,Toluca,Efectivo,Entregado,321.24
2024-10-05,Cereal,Alimentos,4,66.59,Cliente_58,Guadalajara,Tarjeta,Cancelado,266.36
2024-06-24,Papel Higiénico,Hogar,4,59.38,Cliente_87,Guadalajara,Tarjeta,Entregado,237.52
2024-05-29,Televisión,Electrónica,4,16123.7,Cliente_90,Puebla,Tarjeta,Entregado,64494.8
2024-09-29,Detergente,Limpieza,5,94.99,Cliente_29,CDMX,Transferencia,Cancelado,474.95
2024-11-20,Leche,Alimentos,5,26.36,Cliente_33,CDMX,Efectivo,Entregado,131.8
2024-04-17,Papel Higiénico,Hogar,7,109.57,Cliente_60,Monterrey,Transferencia,Cancelado,766.99
2024-05-18,Televisión,Electrónica,2,16391.55,Cliente_91,CDMX,Transferencia,En camino,32783.1
2024-12-15,Cereal,Alimentos,1,84.53,Cliente_89,Puebla,Tarjeta,Entregado,84.53
2024-09-27,Cereal,Alimentos,4,75.92,Cliente_55,Mérida,Transferencia,En camino,303.68
2024-12-12,Refresco,Bebidas,7,43.57,Cliente_10,Monterrey,PayPal,En camino,304.99
2024-10-15,Papel Higiénico,Hogar,2,107.16,Cliente_47,Monterrey,Transferencia,Entregado,214.32
2024-07-30,Detergente,Limpieza,1,133.66,Cliente_23,Guadalajara,PayPal,Cancelado,133.66
2024-09-28,Pan,Alimentos,6,29.18,Cliente_85,Guadalajara,Transferencia,Entregado,175.08
2024-03-06,Detergente,Limpieza,3,121.88,Cliente_21,CDMX,Efectivo,En camino,365.64
2024-09-04,Cereal,Alimentos,5,69.34,Cliente_13,Monterrey,Efectivo,En camino,346.7
2024-06-04,Cereal,Alimentos,6,62.08,Cliente_33,Guadalajara,Tarjeta,Cancelado,372.48
2024-02-16,Arroz,Despensa,1,43.11,Cliente_24,Puebla,Transferencia,Entregado,43.11
2024-07-19,Cereal,Alimentos,6,52.22,Cliente_11,Guadalajara,PayPal,En camino,313.32
2024-05-27,Leche,Alimentos,3,34.48,Cliente_17,Querétaro,PayPal,En camino,103.44
2024-05-03,Licuadora,Electrónica,7,1533.08,Cliente_68,Querétaro,Transferencia,En camino,10731.56
2024-01-01,Papel Higiénico,Hogar,1,79.27,Cliente_47,Guadalajara,PayPal,Cancelado,79.27
2024-09-03,Detergente,Limpieza,6,123.24,Cliente_25,Monterrey,Efectivo,En camino,739.44
2024-12-08,Licuadora,Electrónica,5,2175.84,Cliente_94,Mérida,PayPal,En camino,10879.2
2024-05-07,Televisión,Electrónica,5,13652.97,Cliente_73,Mérida,Tarjeta,Entregado,68264.85
2024-07-09,Pan,Alimentos,2,21.4,Cliente_21,Monterrey,Efectivo,Entregado,42.8
2024-03-07,Leche,Alimentos,6,29.8,Cliente_84,Toluca,Efectivo,En camino,178.8
2024-01-04,Detergente,Limpieza,4,136.93,Cliente_83,Mérida,Efectivo,En camino,547.72
2024-10-29,Licuadora,Electrónica,6,1534.73,Cliente_83,Querétaro,Transferencia,Entregado,9208.38
2024-10-20,Pan,Alimentos,7,27.06,Cliente_12,Puebla,Transferencia,Cancelado,189.42
2024-05-22,Arroz,Despensa,1,48.71,Cliente_37,Monterrey,Efectivo,Cancelado,48.71
2024-07-09,Leche,Alimentos,1,29.92,Cliente_42,CDMX,Transferencia,Cancelado,29.92
2024-01-21,Leche,Alimentos,7,35.55,Cliente_17,Querétaro,PayPal,Cancelado,248.85
2024-08-14,Arroz,Despensa,6,36.0,Cliente_48,Puebla,Transferencia,Cancelado,216.0
2024-11-08,Papel Higiénico,Hogar,7,86.43,Cliente_28,Puebla,Transferencia,Cancelado,605.01
2024-04-26,Arroz,Despensa,3,47.16,Cliente_41,Monterrey,Efectivo,Cancelado,141.48
2024-10-28,Leche,Alimentos,7,26.64,Cliente_99,Puebla,Tarjeta,Cancelado,186.48
2024-05-21,Leche,Alimentos,5,37.31,Cliente_47,Monterrey,Tarjeta,Entregado,186.55
2024-02-08,Licuadora,Electrónica,7,1794.7,Cliente_18,Mérida,Tarjeta,Cancelado,12562.9
2024-12-20,Cereal,Alimentos,1,75.8,Cliente_78,Guadalajara,PayPal,Cancelado,75.8
2024-09-08,Pan,Alimentos,5,28.94,Cliente_99,Querétaro,Transferencia,Cancelado,144.7
2024-11-28,Arroz,Despensa,1,54.21,Cliente_71,Toluca,Tarjeta,En camino,54.21
2024-07-25,Pan,Alimentos,2,28.53,Cliente_13,Guadalajara,Efectivo,Entregado,57.06
2024-07-28,Arroz,Despensa,4,42.1,Cliente_82,Querétaro,Tarjeta,Entregado,168.4
2024-04-24,Televisión,Electrónica,1,12220.14,Cliente_13,Monterrey,Tarjeta,Entregado,12220.14
2024-08-12,Leche,Alimentos,5,37.85,Cliente_100,Querétaro,Transferencia,Cancelado,189.25
2024-05-13,Cereal,Alimentos,2,70.51,Cliente_31,Mérida,Transferencia,Cancelado,141.02
2024-09-07,Licuadora,Electrónica,1,1810.96,Cliente_2,Monterrey,Transferencia,En camino,1810.96
2024-08-06,Cereal,Alimentos,3,62.63,Cliente_16,Guadalajara,PayPal,Entregado,187.89
2024-03-31,Cereal,Alimentos,7,63.04,Cliente_9,CDMX,PayPal,Cancelado,441.28
2024-12-19,Cereal,Alimentos,4,55.27,Cliente_73,CDMX,Tarjeta,Entregado,221.08
2024-02-15,Pan,Alimentos,1,35.35,Cliente_38,Querétaro,Transferencia,En camino,35.35
2024-02-07,Arroz,Despensa,2,36.6,Cliente_75,CDMX,Tarjeta,En camino,73.2
2024-05-21,Shampoo,Cuidado Personal,3,76.17,Cliente_54,Monterrey,Efectivo,En camino,228.51
2024-04-09,Televisión,Electrónica,6,10706.87,Cliente_56,Puebla,Efectivo,Entregado,64241.22
2024-11-23,Detergente,Limpieza,2,136.11,Cliente_86,Monterrey,Transferencia,Cancelado,272.22
2024-07-08,Cereal,Alimentos,7,66.9,Cliente_97,Puebla,Transferencia,Cancelado,468.3
2024-02-04,Papel Higiénico,Hogar,2,112.78,Cliente_100,Guadalajara,Efectivo,En camino,225.56
2024-05-26,Pan,Alimentos,3,25.17,Cliente_87,Toluca,Transferencia,Cancelado,75.51
2024-01-30,Licuadora,Electrónica,2,1875.33,Cliente_45,Puebla,PayPal,En camino,3750.66
2024-11-29,Detergente,Limpieza,3,104.96,Cliente_34,CDMX,PayPal,Entregado,314.88
2024-03-24,Shampoo,Cuidado Personal,1,112.35,Cliente_9,Monterrey,Transferencia,En camino,112.35
2024-10-07,Papel Higiénico,Hogar,3,78.08,Cliente_88,Guadalajara,Efectivo,Entregado,234.24
2024-12-09,Shampoo,Cuidado Personal,3,88.95,Cliente_8,CDMX,Tarjeta,En camino,266.85
2024-09-26,Detergente,Limpieza,4,131.41,Cliente_7,Guadalajara,Transferencia,Cancelado,525.64
2024-06-02,Cereal,Alimentos,3,74.34,Cliente_36,Toluca,Transferencia,Cancelado,223.02
2024-04-11,Papel Higiénico,Hogar,3,92.36,Cliente_18,Mérida,Tarjeta,En camino,277.08
2024-08-02,Shampoo,Cuidado Personal,6,83.34,Cliente_3,Monterrey,Transferencia,Cancelado,500.04
2024-05-29,Licuadora,Electrónica,1,1811.83,Cliente_28,Querétaro,Tarjeta,Cancelado,1811.83
2024-03-23,Arroz,Despensa,7,44.01,Cliente_70,Monterrey,Efectivo,Cancelado,308.07
2024-04-19,Leche,Alimentos,4,40.06,Cliente_44,Toluca,PayPal,Entregado,160.24
2024-10-01,Arroz,Despensa,6,59.92,Cliente_21,Monterrey,Efectivo,Cancelado,359.52
2024-07-19,Detergente,Limpieza,5,109.97,Cliente_28,Querétaro,PayPal,Entregado,549.85
2024-10-10,Pan,Alimentos,1,22.25,Cliente_54,Puebla,Tarjeta,En camino,22.25
2024-06-21,Leche,Alimentos,1,34.54,Cliente_54,Guadalajara,PayPal,Cancelado,34.54
2024-11-22,Televisión,Electrónica,5,16643.48,Cliente_65,Querétaro,Efectivo,Cancelado,83217.4
2024-07-24,Licuadora,Electrónica,7,1583.01,Cliente_100,CDMX,PayPal,Cancelado,11081.07
2024-03-03,Televisión,Electrónica,3,14950.41,Cliente_21,Toluca,Tarjeta,En camino,44851.23
2024-03-13,Papel Higiénico,Hogar,6,118.91,Cliente_99,Puebla,PayPal,Entregado,713.46
2024-09-07,Leche,Alimentos,2,32.09,Cliente_13,CDMX,Transferencia,Entregado,64.18
2024-05-03,Televisión,Electrónica,4,13024.17,Cliente_57,CDMX,Efectivo,Cancelado,52096.68
2024-04-30,Televisión,Electrónica,2,14931.11,Cliente_49,Toluca,Transferencia,En camino,29862.22
2024-10-01,Shampoo,Cuidado Personal,5,80.17,Cliente_54,Puebla,Tarjeta,En camino,400.85
2024-04-29,Arroz,Despensa,1,43.63,Cliente_10,Mérida,PayPal,En camino,43.63
2024-11-12,Shampoo,Cuidado Personal,7,77.58,Cliente_53,CDMX,Transferencia,En camino,543.06
2024-06-12,Leche,Alimentos,1,29.67,Cliente_44,CDMX,Transferencia,En camino,29.67
2024-10-12,Leche,Alimentos,4,31.59,Cliente_47,Puebla,PayPal,Entregado,126.36
2024-09-21,Detergente,Limpieza,1,97.97,Cliente_53,Monterrey,PayPal,Entregado,97.97
2024-11-15,Shampoo,Cuidado Personal,1,85.43,Cliente_74,CDMX,Efectivo,Entregado,85.43
2024-06-09,Refresco,Bebidas,4,35.38,Cliente_46,Guadalajara,Transferencia,Cancelado,141.52
2024-11-03,Arroz,Despensa,6,46.58,Cliente_13,Puebla,Transferencia,En camino,279.48
2024-03-29,Leche,Alimentos,6,26.83,Cliente_37,CDMX,Tarjeta,Cancelado,160.98
2024-05-21,Detergente,Limpieza,4,125.96,Cliente_24,Toluca,Efectivo,En camino,503.84
2024-07-21,Shampoo,Cuidado Personal,7,95.63,Cliente_2,Querétaro,Tarjeta,Entregado,669.41
2024-11-04,Arroz,Despensa,5,31.54,Cliente_86,Guadalajara,Transferencia,Cancelado,157.7
2024-08-14,Shampoo,Cuidado Personal,1,89.77,Cliente_81,Querétaro,Tarjeta,Entregado,89.77
2024-11-29,Televisión,Electrónica,7,14209.8,Cliente_100,Querétaro,Transferencia,En camino,99468.6
2024-08-09,Detergente,Limpieza,1,98.23,Cliente_14,CDMX,Transferencia,En camino,98.23
2024-02-10,Arroz,Despensa,5,56.29,Cliente_10,Guadalajara,Tarjeta,En camino,281.45
2024-07-14,Cereal,Alimentos,6,74.4,Cliente_35,Guadalajara,Tarjeta,Entregado,446.4
2024-03-08,Papel Higiénico,Hogar,7,84.95,Cliente_25,Monterrey,PayPal,En camino,594.65
2024-09-20,Papel Higiénico,Hogar,3,94.21,Cliente_3,Querétaro,PayPal,Entregado,282.63
2024-01-02,Arroz,Despensa,3,48.77,Cliente_17,Guadalajara,PayPal,Cancelado,146.31
2024-12-26,Shampoo,Cuidado Personal,3,85.97,Cliente_12,Monterrey,Transferencia,En camino,257.91
2024-05-04,Detergente,Limpieza,6,129.7,Cliente_54,Puebla,Tarjeta,En camino,778.2
2024-04-19,Papel Higiénico,Hogar,6,81.88,Cliente_24,Monterrey,Efectivo,En camino,491.28
2024-03-26,Detergente,Limpieza,5,123.05,Cliente_29,Toluca,Transferencia,Cancelado,615.25
2024-04-29,Papel Higiénico,Hogar,1,74.85,Cliente_43,Mérida,Efectivo,En camino,74.85
2024-05-06,Televisión,Electrónica,5,11799.79,Cliente_25,CDMX,Tarjeta,Entregado,58998.95
2024-09-11,Shampoo,Cuidado Personal,5,73.48,Cliente_100,Puebla,Transferencia,Entregado,367.4
2024-07-01,Televisión,Electrónica,6,10676.05,Cliente_60,Mérida,Efectivo,En camino,64056.3
2024-01-16,Papel Higiénico,Hogar,3,112.61,Cliente_90,Mérida,Efectivo,En camino,337.83
2024-03-02,Cereal,Alimentos,2,81.46,Cliente_65,Puebla,PayPal,Cancelado,162.92
2024-06-06,Cereal,Alimentos,1,76.4,Cliente_84,Toluca,PayPal,Cancelado,76.4
